id,developer
1070755,Nikhil T
1070755,The Wanderer
1070756,"Sony Computer Entertainment, Inc. (SCEI)"
1070756,Media Molecule
1070758,Tilting Point
1070758,1337 & Senri AB
1070759,BioWare
1070759,Electronic Arts
1070760,Kenny Sun
1070761,Sekai Project
1070761,ALICE IN DISSONANCE
1070763,TURBOGUN
1070764,Klearwing
1070765,Rovio Entertainment Ltd
1070765,Rovio Entertainment
1070766,The Behemoth
1070767,Golden Gear Games
1070767,Senpai Studios
1070769,BebopBee
1070771,Two Desperados
1070772,Marcaek
1070773,Tri Synergy
1070773,MDNA Games
1070775,QuattroGear
1070776,Asteroid Base
1070777,The Behemoth
1070778,Halfbrick Studios
1070778,Six Foot Games
1070780,TecmoBowl.org
1070781,Golden Gear Games
1070781,Senpai Studios
1070784,Nintendo
1070785,Rovio Entertainment
1070786,Tendershoot
1070786,Devolver Digital
1070787,JMJ Interactive
1070787,PLAYISM
1070788,Triangle Studios
1070790,Kalypso Media Digital
1070790,Realmforge Studios
1070792,Team Tuxemon
1070793,Devolver Digital
1070793,A Jolly Corpse
1070795,Cherrypick Games
1070796,Artifex Mundi
1070796,Brave Giant LTD
1070797,Kabam
1070799,FromSoftware
1070799,Capcom
1070800,Slitherine Ltd.
1070801,Petite Games
1070802,Illusion
1070803,carmel games
1070804,Headup Games
1070805,DreamsSoftGames
1070808,Karapon Games
1070809,Pixel Bones Studio
1070809,EnjoyUp Games
1070810,Gamuzumi
1070810,Winged Cloud
1070811,The Astronauts
1070812,ISY
1070813,Funbox Media
1070813,Twelve Games
1070815,Mastertronic
1070816,1Button
1070817,ISY
1070818,ninjalex
1070818,EpicQuest Games
1070819,DreamsSoftGames
1070820,Abracadabra
1070820,Otomedou
1070821,We Are Müesli
1070822,Date Nighto
1070822,Pillow Fight
1070825,3 Halves Games
1070826,SeamanNaranja
1070828,Syntaxity
1070829,Sprakelsoft
1070831,SimaGames
1070834,Budge Studios
1070836,Ape Law
1070837,Nomad Games
1070838,SNK
1070839,Elephant Games
1070839,Big Fish Games
1070840,Flipline Studios
1070841,Tortuga Team
1070842,Kongregate
1070842,The Gentlebros
1070845,tobyfox
1070845,8-4
1070849,PETA
1070849,SAGENCY
1070851,SuperVillain Studios
1070851,Disney Interactive
1070852,Konami
1070854,Tortuga Team
1070854,Ellada Games
1070855,Bart Bonte
1070856,BBC
1070856,Aardman Digital
1070859,Sega Games
1070859,The Creative Assembly
1070860,Turn 10 Studios
1070860,Microsoft Studios
1070861,TechnoBrain
1070863,EA Canada
1070863,EA Sports
1070864,Spacetime Studios
1070865,Games in Flames
1070865,International Games System
1070866,Atari
1070866,AtGames
1070868,Adam Freeman
1070869,"Calm Island Co.,Ltd."
1070870,Bungie
1070870,Activision
1070871,Udonpa
1070873,Sunstorm Interactive
1070873,"WizardWorks Group, Inc."
1070875,YGGDRASIL STUDIO
1070878,Thaddeus
1070878,Sliver X
1070879,Brightline Interactive
1070881,Jagex Ltd. Games Studio
1070882,Flazm
1070883,Gameloft
1070886,Versus Evil
1070886,Skyshine Games
1070887,Jagex Ltd. Games Studio
1070888,WarGirl Games
1070889,Tapps Games
1070890,Thaddeus
1070890,Sliver X
1070891,Omega Force
1070891,Koei Tecmo
1070892,QuinRose
1070893,EnjoyUp Games
1070893,Unfinished Pixel
1070894,Fancy Fish Games
1070895,Lesta Studio
1070895,Wargaming.net
1070897,Deck13 Interactive
1070898,Hucast Games
1070901,Digital Homicide Studios
1070902,Simogo
1070903,Bandai Namco Holdings
1070904,Racing Bros
1070904,ANPA.US
1070905,Fernando Ramallo
1070905,Finji
1070906,Thalamus Digital
1070907,Design Factory
1070907,Idea Factory
1070909,PiGravity
1070909,Back To Basics Gaming
1070911,Spike ChunSoft
1070911,Nintendo
1070912,Yacht Club Games
1070913,Dramatic Create
1070913,Tyrant
1070915,OneorEight
1070915,Rising Star Games
1070916,PatchNoteStudio
1070917,Kate Barrett
1070919,Konami
1070921,Cartoon Network
1070921,Turbo Button
1070923,Robert Yang
1070924,KISS ltd
1070925,Sony Computer Entertainment
1070925,Arrowhead Game Studios
1070926,Curve Digital
1070926,Yeah Us! Games
1070927,PatchNoteStudio
1070930,Kate Barrett
1070931,Ndemic Creations
1070933,Suduck
1070935,MasterMask
1070936,Anki
1070937,Vicarious Visions
1070937,Activision
1070938,Beenox
1070938,Activision
1070939,Activision
1070940,Vicarious Visions
1070940,Activision
1070941,Swofl
1070943,Ulysse Ramage
1070944,Trese Brothers
1070945,Render System
1070947,Frictional Games
1070950,THE BROTHERHOOD
1070951,Taldius
1070954,"3 Minute Games, LLC"
1070956,Lantana Games
1070957,"3 Minute Games, LLC"
1070959,Alder Games
1070959,Legacy Games
1070960,Looking Glass Studios
1070960,Night Dive Studios
1070961,EA Canada
1070961,EA Sports
1070964,Illogika Studios
1070965,Happy Dance Games
1070966,Focus Entertainment
1070966,Cyanide Studio
1070968,Choice Provisions
1070969,Versus Evil
1070969,Redacted Studios
1070970,Warner Bros. Interactive Entertainment
1070970,Rocksteady Studios
1070971,EA Canada
1070971,EA Sports
1070972,Self Made Miracle
1070972,Team17
1070973,EA Canada
1070973,EA Sports
1070974,Strangethink
1070977,Ripstone
1070977,Golden Ruby Games
1070979,Ultimate Games
1070981,Simogo
1070982,Buka Entertainment
1070983,Aerosoft GmbH
1070986,Dovetail Games
1070986,Aerosoft GmbH
1070990,Buka Entertainment
1070992,Mommy's Best Games
1070993,Game Hive Corporation
1070994,Witch Beam
1070995,Buka Entertainment
1070996,Anarchy Enterprises
1070997,Nerdook Productions
1070997,Digerati Distribution
1070998,Arcane Kids
1071000,Free Reign East LLC
1071001,Epic Llama Games
1071003,Spilt Milk Studios Ltd
1071004,Nacho Games
1071004,Free Reign Entertainment
1071009,AlPixel Games
1071009,GamesBoosters
1071010,Fabuloso Games
1071011,Artifex Mundi
1071012,Outerminds
1071013,HeroCraft
1071013,Hunter Hamster Studio
1071014,DivMob
1071014,RedAntz Studio
1071015,Aquaplus
1071015,Atlus USA
1071017,Colossal Order
1071017,Paradox Interactive
1071018,THQ Nordic
1071018,Cliffhanger Productions
1071021,Merge Games
1071021,Laser Dog Games
1071022,OP Productions LLC
1071022,Free Reign Entertainment
1071023,pequeño salto mortal
1071023,TLR Games
1071024,Erik Svedäng
1071024,Erik Svedäng AB
1071026,Cyclet
1071027,Macaque
1071031,Compile Heart
1071033,Caiysware
1071034,Kalypso Media Digital
1071034,Gaming Minds Studios
1071036,MrWeirdGuy
1071037,Cyclet
1071038,KISS ltd
1071039,Design Factory
1071039,"Idea Factory International, Inc."
1071040,Denpasoft
1071040,Smile
1071044,Aldorlea Games
1071047,AAD Productions
1071047,Alpha Wave Entertainment
1071049,InSayn
1071050,Headup Games
1071051,Nippon Ichi Software
1071051,NIS America
1071052,Macaque
1071054,MangaGamer
1071055,Koya Game
1071056,D3 Publisher
1071056,HuneX
1071057,MariaCrown
1071058,BTNcafe
1071059,Bandai Namco Entertainment
1071061,Danger X
1071062,Esklavos
1071064,Traveller's Tales
1071064,WB Games
1071065,Traveller's Tales
1071065,WB Games
1071066,Traveller's Tales
1071066,WB Games
1071069,Traveller's Tales
1071069,WB Games
1071071,Xaser Acheron
1071073,Out Of The Park Developments
1071075,TeamEPIC
1071076,James Paddock
1071077,8D Studio
1071078,Missing Sentinel Software
1071079,Ballistic Frogs
1071082,SOEDESCO Publishing
1071083,Suika Bar
1071084,Digital Tribe
1071084,GreyLight Entertainment
1071087,Sega
1071088,Limbic Entertainment
1071088,Ubisoft Entertainment
1071089,Pixeljam
1071091,NedoStudio
1071092,Electronic Arts
1071092,EA Maxis
1071095,Ubisoft Entertainment
1071095,Asobo Studio
1071096,Visual Concepts
1071096,2K Sports
1071097,Flying Mollusk
1071098,Laminar Research
1071101,Bethesda Softworks
1071102,Montoya Industries
1071103,NedoStudio
1071105,Disruptive Games
1071105,Activision
1071106,Sega
1071108,Strategy First
1071109,Space Cat Studios
1071109,Back To Basics Gaming
1071110,4Bit Games
1071110,Laughing Jackal
1071111,Team Lumo
1071113,GameArt Studio GmbH
1071114,Alawar Entertainment
1071116,Snail-Ninja Studio
1071118,Anticto
1071119,Aksys Games
1071119,Nihon Falcom
1071120,Adhoc Games
1071121,Pencil Test Studios
1071121,Versus Evil
1071123,Sapphire Dragon Productions
1071124,Disparity Games
1071125,Chris Johnson
1071125,Ukiyo Publishing
1071126,League of Monkeys
1071127,Matt Surabian
1071130,BANDAI NAMCO Games Inc
1071130,Nintendo
1071131,BANDAI NAMCO Games Inc
1071131,Nintendo
1071132,Mouldy Toof Studios
1071132,Team17
1071133,BANDAI NAMCO Games Inc
1071133,Nintendo
1071134,HLA Team
1071135,U.S. Army
1071136,Natsume Inc.
1071137,Slitherine Ltd.
1071138,Emily Short
1071138,Failbetter Games
1071139,Joey Jones
1071140,Everything Unlimited Ltd.
1071142,HAL Laboratory
1071142,Nintendo
1071143,Sega Games
1071145,Koch Media
1071145,Animation Arts
1071146,Strangely Interactive
1071147,GDNomad
1071148,Chandler Groover
1071151,Steph Cherrywell
1071152,Delirium Studios
1071153,Arkadium
1071154,Jack Whitham
1071155,U.S. Army
1071156,Nostatic Software
1071157,Cat Manning
1071158,Arthur DiBianca
1071159,AtGames
1071160,HLA Team
1071161,Hörberg Productions
1071162,furkle
1071163,Alex Butterfield
1071164,MSN Games
1071164,Arkadium
1071166,Katherine Morayati
1071167,Bandai Namco Holdings
1071167,guyzware
1071168,www.dev-zoo.net
1071168,James Mearman
1071169,Vicious Cycle Software
1071169,Little Orbit
1071170,Giant Enemy Labs
1071171,Brendan Patrick Hennessy
1071172,Yunus Ayyildiz
1071173,Yunus Ayyildiz
1071174,Ankama Studio
1071174,Ankama Games
1071175,Giant Enemy Labs
1071176,Koei Tecmo Games
1071177,Alex Butterfield
1071178,furkle
1071179,Jack Whitham
1071180,Pixelnest Studio
1071180,Plug In Digital
1071181,Gust
1071181,Koei Tecmo Europe
1071182,Arno von Borries
1071183,CROOZ
1071183,Square Enix
1071186,Cyanide Studio
1071188,Mason Lindroth
1071191,HAMSTER
1071191,Taito Corporation
1071192,Choice of Games
1071193,Endless Loop Studios
1071195,Green Man Loaded
1071196,"Grimm Bros, LLC"
1071197,Serenity Forge
1071198,KISS ltd
1071199,Niels Bauer Games
1071200,Anarchy Enterprises
1071203,HexWar Games
1071204,Modern Storyteller
1071206,Dreamatrix
1071206,Dreamatrix
1071207,Ste Curran
1071208,"MOSS Co., Ltd."
1071209,Ste Curran
1071210,Sega Games
1071210,Bandai Namco Entertainment
1071212,Kittehface Software
1071214,Hammer-Labs
1071216,Sega Games
1071216,Bandai Namco Entertainment
1071217,Digital Media Workshop
1071218,Big Duck Games
1071221,Valve
1071224,Introversion Software
1071224,Paradox Interactive
1071225,Harmonix Music Systems
1071226,Poisson Rouge Interactica ltd
1071227,PlatinumGames
1071227,Activision
1071229,Electronic Arts
1071229,BioWare
1071230,Daedalic Entertainment
1071230,Mandragora
1071231,Sony Computer Entertainment
1071231,Naughty Dog
1071232,Naughty Dog
1071232,Sony Computer Entertainment
1071233,Sony Computer Entertainment
1071233,Naughty Dog
1071234,Sapphire Dragon Productions
1071236,snappy touch
1071238,2K Games
1071238,Cat Daddy Games
1071239,Sony Computer Entertainment
1071239,Naughty Dog
1071241,Bandai Namco Entertainment Inc.
1071242,Wishlist Games
1071242,Obsidian Entertainment
1071243,Crea-Tech
1071243,Kadokawa Games
1071244,Imperative Entertainment
1071244,Phosphor Games
1071245,Armor Games
1071245,AN Productions
1071246,Elephant Games
1071247,Imperative Entertainment
1071247,Phosphor Games
1071248,Honeybee
1071249,Grandpa Pixel
1071250,Nauris Amatnieks
1071251,Sigtrap Games
1071251,Mastertronic
1071252,Damian Sommer
1071253,Merge Games
1071253,Sigtrap Games
1071254,Crea-Tech
1071254,Kadokawa Games
1071255,Bigben Interactive
1071255,Kylotonn Games
1071256,DREAMFEEL
1071257,Skip Ltd.
1071257,Nintendo
1071260,Prodigy Education
1071262,Michael Lückgen
1071262,Digital Tribe
1071263,Badland Publishing
1071264,Lexator
1071266,Ubisoft Pune
1071267,Firaxis Games
1071267,2K Games
1071268,Black Shell Media
1071269,Oldblood
1071276,Jupitron
1071277,Jedediah Berry
1071278,34BigThings
1071279,Schell Games
1071281,Big Fish Games
1071289,Telltale Games
1071292,NIS America
1071292,Gust
1071305,Psyonix
1071306,South East Games
1071311,Anna Anthropy
1071312,Tin Man Games
1071313,Iron Tower Studio
1071322,Porpentine
1071323,Anna Anthropy
1071325,Sega
1071325,Sega of America
1071332,Corecell Technology
1071336,Wobbly Tooth
1071338,Natsume Inc.
1071340,Ground Shatter Ltd.
1071340,Ant Workshop Ltd
1071343,Nintendo
1071347,Grey Alien Games
1071352,Gamma V
1071369,"LRDGames, Inc."
1071369,Black Shell Media
1071377,Zoo Corporation
1071381,nykTV
1071392,N A GA Entertainment
1071394,Digital Tribe
1071394,The Secret Games Company
1071396,Winter Bloom
1071396,mm5
1071398,Qumaron
1071398,Realore Studios
1071406,Telltale Games
1071409,Headup Games
1071409,Lukas Navratil
1071413,Upopa
1071413,Gideon Rimmer
1071415,Chandler Groover
1071416,Ubisoft Entertainment
1071416,Ubisoft Milan
1071417,Double Damage Games
1071418,Dreamatrix
1071421,Zonitron Productions
1071423,Pixel Pi Games
1071424,Ubisoft
1071461,Square Enix Business Division 8
1071461,Square Enix
1071462,ZigZaGame
1071476,Buka Entertainment
1071478,Flyhigh Works
1071478,SIGONO INC.
1071480,Landfall Games
1071482,Dharker Studio
1071483,4J Studios
1071484,increpare
1071485,Nintendo EPD Production Group No. 3
1071485,Nintendo
1071487,Turmoil Games
1071493,DebonosuWorks Inc.
1071494,NCSOFT
1071494,ArenaNet
1071495,Choice of Games
1071497,Frontwing
1071497,PROTOTYPE
1071499,Plug In Digital
1071500,Koch Media
1071500,Ravenscourt
1071501,Fatshark
1071501,Nordic Games Publishing
1071502,ArenaNet
1071502,NCSOFT
1071503,NCSOFT
1071503,ArenaNet
1071505,halaei
1071506,Ubisoft Entertainment
1071506,Ubisoft Québec
1071507,Kairosoft
1071508,Choice of Games
1071509,KISS ltd
1071509,Sunlight Games
1071513,Microids Indie
1071513,Nicolas Bernard
1071514,HandyGames
1071514,Bitfield
1071516,Makura
1071517,Ubisoft Entertainment
1071517,Ubisoft Québec
1071520,Ubisoft Entertainment
1071520,Ubisoft Québec
1071523,amhunter
1071524,Rook
1071525,Square Enix Business Division 12
1071527,Sonic Retro
1071527,MainMemory
1071528,Lone Devil
1071532,Adventure Productions
1071534,Adventure Productions
1071541,Sakura River Interactive
1071542,Snapshot Games
1071546,Choice Provisions
1071548,Rainbow Studios
1071548,Nordic Games Publishing
1071549,343 Industries
1071549,Microsoft Studios
1071552,Noivern
1071553,Gunfire Games
1071553,THQ Nordic
1071556,The Creative Assembly
1071557,Alawar
1071557,Viva Media
1071558,2K
1071558,Visual Concepts
1071559,Microsoft Studios
1071559,343 Industries
1071563,Funcom
1071567,Sanrio Digital
1071568,Cute Bobs
1071713,Talking About Media
1071713,Pantumaca Barcelona
1071715,Little Orbit
1071715,Torus Games
1071717,Katauri Interactive
1071717,Fulqrum Publishing
1071719,Valsar
1071719,Singlecore Games
1071720,Arc System Works
1071720,"H2 Interactive Co., Ltd."
1071721,Juicy Beast
1071722,Two Tribes Publishing
1071722,Two Tribes
1071723,CreativeForge Games
1071723,Forever Entertainment S. A.
1071726,Fireproof Games
1071728,King
1071729,Dokuhen.
1071730,Fraoula
1071733,Kemco
1071733,Exe Create
1071734,FuRyu
1071738,HexWar Games
1071739,Landfall Games
1071741,Sonic Powered
1071743,Sony Computer Entertainment
1071743,FromSoftware
1071746,Strategy First
1071893,EA Digital Illusions CE
1071893,"Electronic Arts, Inc."
1071894,Hajime Doujin Circle
1071895,Digital Tribe
1071895,Deep Fried Enterprises
1071896,Electronic Arts
1071897,Endless Loop Studios
1071904,carmel games
1071907,Thomas Biskup
1071910,Perfect World Entertainment
1071910,Cryptic Studios
1071915,Ubisoft Entertainment
1071915,Ubisoft Reflections
1071916,Triverske
1071916,Excalibur Games
1071919,EA Digital Illusions CE
1071919,Electronic Arts
1071921,Telltale Games
1071924,Daybreak Games
1071926,Vivid Games
1071928,Ankama Games
1071929,Nanjing AQUATRAX
1071930,Alawar Entertainment
1071931,Volens Nolens Games
1071934,SplatooD Team
1071935,Daybreak Game Company
1071936,Vivid Games
1071937,Viva Media
1071938,nuGame
1071939,Kitty Horrorshow
1071940,Adventure Islands
1071941,Dharker Studio
1071941,Gamuzumi
1071943,PLAYISM
1071943,peakvox
1071945,Good Shepherd Entertainment
1071945,CreativeForge Games
1071946,ISOTX
1071947,Ankama Games
1071948,Pixeljam
1071949,Studio Namaapa
1071951,Slitherine Ltd.
1071952,Rogue Factor
1071952,Focus Entertainment
1071955,Sony Computer Entertainment
1071955,Miracle Positive
1071956,Rockhead Studios
1071958,Rejet
1071958,Red Entertainment
1071959,Days of Wonder
1071959,Twin Sails Interactive
1071960,D3 Publisher
1071960,Matrix Software
1071961,Otomate
1071961,Idea Factory
1071963,Hydrogames
1071964,White Guardian Studios
1071964,Degica Games
1071965,Private Moon Studios
1071967,Koei Tecmo
1071967,Gust
1071969,Monochrome
1071969,Spike ChunSoft
1071973,Otomate
1071973,Idea Factory
1071974,Rejet
1071974,Red Entertainment
1071975,Zonitron Productions
1071976,Lonely Few LLC
1071977,Rogue Factor
1071977,Focus Entertainment
1071978,Aksys Games
1071979,Disney Interactive
1071979,Disney Mobile
1071980,D3 Publisher
1071980,Matrix Software
1071981,Hydrogames
1071982,Days of Wonder
1071982,Twin Sails Interactive
1071983,Kisareth Studios
1071984,Kyle Seeley
1071987,Pinkapp games
1071987,Ink Stains Games
1071988,KEIZO
1071989,Defy Media
1071989,"Ben ""Yahtzee"" Croshaw"
1071990,KISS ltd
1071991,Reality Pump
1071991,TopWare Interactive
1071992,"Ben ""Yahtzee"" Croshaw"
1071993,Black Shell Media
1071994,Buka Entertainment
1071995,SOEDESCO Publishing
1071995,Sileni Studios
1071996,Fuguriya
1071997,GAME
1071997,Freak Storm Games
1071998,Nintendo
1072000,Monster Couch
1072000,MuHa Games
1072001,Silver Cow Studio
1072004,GAME
1072004,Freak Storm Games
1072005,Buka Entertainment
1072006,Black Shell Media
1072007,Defy Media
1072007,"Ben ""Yahtzee"" Croshaw"
1072008,Camelot
1072008,Nintendo
1072010,Unreal Software
1072012,Capcom
1072013,Sekai Project
1072013,Key
1072014,WhisperGames
1072014,GrabTheGames Studios
1072015,Alawar Entertainment
1072016,nothke
1072017,Ratalaika Games
1072017,Stately Snail
1072020,Ubisoft Québec
1072020,Ubisoft Entertainment
1072023,FT Games
1072027,Flying Interactive
1072028,Amplitude Studios
1072029,Kingdom Games
1072033,7osix
1072036,Rocksteady Studios
1072036,Warner Bros. Interactive Entertainment
1072037,Kerpen Indie Games
1072037,Kerpen Studios
1072038,Warner Bros. Interactive Entertainment
1072038,Rocksteady Studios
1072039,devotid Media
1072040,Sony Computer Entertainment
1072040,FromSoftware
1072041,Degica Games
1072041,Studio Saizensen
1072042,Warner Bros. Interactive Entertainment
1072042,Rocksteady Studios
1072043,Amplitude Studios
1072044,Kingdom Games
1072047,Warner Bros. Interactive Entertainment
1072047,Rocksteady Studios
1072048,Telltale Games
1072049,FromSoftware
1072049,Sony Interactive Entertainment Worldwide Studios
1072050,Rocksteady Studios
1072050,Warner Bros. Interactive Entertainment
1072051,Warner Bros. Interactive Entertainment
1072051,Rocksteady Studios
1072052,Warner Bros. Interactive Entertainment
1072052,Rocksteady Studios
1072053,EnsenaSoft
1072053,Alawar Entertainment
1072054,Bandai Namco Entertainment
1072057,Headup Games
1072057,Incodra
1072064,Atelier Sentô
1072065,Tin Man Games
1072069,Vicious Cycle Software
1072069,Little Orbit
1072070,Neopica
1072071,Konami Digital Entertainment
1072072,GN Software
1072073,Play Spirit Limited
1072074,Happinet Corporation
1072075,Bandai Namco Entertainment
1072076,Arc System Works
1072076,Toybox Inc.
1072077,HandyGames
1072078,Ludonaut
1072079,Giga
1072079,ENTERGRAM
1072080,Artifex Mundi
1072081,Vicious Cycle Software
1072081,Little Orbit
1072082,Bandai Namco Entertainment
1072083,Bandai Namco Entertainment
1072084,Sirnic Games
1072085,Proxima Beta
1072085,Tencent Games
1072086,GN Software
1072087,Petit Reve
1072087,Yash Future Tech Solutions Pvt Ltd
1072088,Nippon Ichi Software
1072089,fahv00
1072090,Happinet Corporation
1072092,Tencent Games
1072093,Wargaming.net
1072094,Felistella
1072094,Compile Heart
1072098,carmel games
1072099,Bandai Namco Studios
1072099,Nintendo
1072100,Reality Games
1072101,HAMSTER
1072101,Konami
1072102,Honeybee
1072103,EKO Software
1072103,Plug In Digital
1072104,ENTERGRAM
1072105,âge
1072106,HAMSTER
1072106,Konami
1072107,MangaGamer
1072107,CLOCKUP
1072108,FromSoftware
1072108,Sony Computer Entertainment
1072109,FromSoftware
1072109,Sony Computer Entertainment
1072110,Team Salvato
1072111,Lucas Boato de Souza
1072112,Capcom
1072114,Tapps Games
1072115,Nikson
1072117,cirion
1072119,Frictional Games
1072123,Taito
1072123,Pyramid
1072124,Pyramid
1072124,Chara-Ani
1072125,Robot Loves Kitty
1072126,Degica Games
1072126,Pyramid
1072128,Square Enix
1072128,Avalanche Studios
1072129,André Birnfeld
1072130,Creobit
1072130,8FLOOR
1072133,Capybara Games
1072133,Klei Entertainment
1072134,Jeimuzu
1072135,BitsAlive Game Studios
1072136,"GAMKIN, Inc"
1072139,Fabraz
1072140,Ubisoft Entertainment
1072140,Ubisoft Montreal
1072141,SMBX2 Dev Team
1072143,Psyonix
1072144,Ubisoft Entertainment
1072144,Ubisoft Montreal
1072145,Sony Computer Entertainment
1072145,On The Metal
1072146,ClorithStudio
1072147,Orange
1072151,Konami Amusement
1072153,Afterthought Games
1072155,Ubisoft Entertainment
1072155,Ubisoft Montreal
1072156,Ubisoft Entertainment
1072156,Ubisoft Montreal
1072157,Giulia Airoldi
1072157,Chubby Pixel
1072159,Voltage
1072160,Square Enix
1072160,Avalanche Studios
1072161,Avalanche Studios
1072161,Square Enix
1072162,Ubisoft Entertainment
1072162,Ubisoft Montreal
1072165,PlatineDispositif
1072167,Fabio Ferrara
1072167,Chubby Pixel
1072168,Aeria Games
1072169,Bacq Stellan
1072170,Just1337 Studio
1072170,KupiKey
1072171,BrainGoodGames
1072172,Hammer Glass Studio
1072174,Jupiter Corporation
1072174,Nintendo
1072175,Bandai Namco Entertainment
1072175,Bandai Namco Games
1072176,Daedalic Entertainment
1072176,Funatics Software
1072177,Pinpin Team
1072178,Crescent Moon Games
1072182,Witch Craft
1072183,Specialbit Studio
1072185,Nintendo
1072185,AlphaDream
1072187,TheWgames
1072189,Joseph Gribbin
1072190,Feral Interactive
1072193,505 Games
1072197,Fireaxis Games
1072197,2K Games
1072198,Defy Media
1072198,Hit the Crow
1072199,Ubisoft Shanghai
1072200,Rockodile
1072201,Rocket Company
1072203,FuRyu
1072205,Pol Clarissou
1072206,Digital Extremes
1072207,Atooi
1072209,PQube
1072209,DWANGO
1072211,Choice of Games
1072215,Lazy Monday Games
1072215,Lazy Monday Ltd
1072216,Mozg Labs
1072289,"3 Minute Games, LLC"
1072291,Fruitbat Factory
1072291,Orange_Juice
1072294,Viva Media
1072297,D3 Go!
1072297,Oktagon Games
1072298,10tons
1072302,Bandai Namco Entertainment
1072302,Taiko Team
1072303,Marvelous
1072303,Meteorise
1072305,Spike ChunSoft
1072305,MAGES.
1072310,Degica Games
1072312,Milestone S.r.l.
1072315,CIRCLE Entertainment
1072315,Flyhigh Works
1072316,"CINEMAX, s.r.o."
1072317,SKH Apps
1072317,Shawn Hitchcock
1072320,Engine Software
1072323,Corncrow Games
1072323,Rainy Night Creations
1072324,Chara-Ani
1072324,Nihon Falcom
1072325,Shin'en
1072326,Oddrok
1072327,Blizzard Entertainment
1072329,Spike ChunSoft
1072329,MAGES.
1072330,Marutoku Base
1072334,Milestone S.r.l.
1072335,DizzyFuzzy
1072336,SUPERMEGAQUEST
1072339,Interplay Entertainment
1072339,Sculptured Software
1072340,Ravenscourt
1072342,Artax Games
1072343,GuGames Development
1072345,Grip Games
1072346,Seriously Digital Entertainment Ltd
1072347,startgrid
1072349,Aldorlea Games
1072350,Choice of Games
1072351,KISS ltd
1072354,Mitsuhiro Okada
1072355,Zeoworks
1072357,Happy Elements K.K
1072358,M-Digital Media
1072359,LEVEL-5
1072359,Nintendo of America
1072360,Connor Sherlock
1072361,SweetChiel
1072370,Zoo Corporation
1072371,Rusty Lake
1072372,Boomzap Entertainment
1072373,4J Studios
1072373,Mojang Studios
1072375,NTT Solmare Corp.
1072377,Zan-zan-zawa-veia
1072379,The Odd Gentlemen
1072379,Sierra Entertainment
1072383,Happymagenta
1072385,OlderBytes
1072386,Electronic Arts
1072386,Dice
1072388,BonusJZ
1072389,Ellis Spice
1072391,Toco Games
1072393,Ubisoft Entertainment
1072393,Ubisoft Québec
1072394,Locomalito
1072395,Devolver Digital
1072395,Mediatonic
1072396,Nikson
1072397,Sora
1072397,Nintendo
1072398,The Odd Gentlemen
1072398,Sierra Entertainment
1072399,Frontier Developments
1072403,Locomalito
1072404,George Batchelor
1072411,.GEARS Studios
1072414,TERNOX
1072416,Danger X
1072417,Gameloft
1072419,Mattrified Games
1072421,4J Studios
1072423,Firefly Studios
1072424,Nightdive Studios
1072424,Limited Run Games
1072425,Valve
1072429,Accolade
1072429,Retroism
1072430,Bandai Namco Entertainment
1072431,Giga
1072431,TGL
1072432,Hooksoft
1072432,GN Software
1072433,Delirium Studios
1072434,Kumobius
1072435,CyberConnect2
1072435,Bandai Namco Entertainment
1072437,Accolade
1072437,Retroism
1072439,HuneX
1072439,D3 Publisher
1072440,Compile Heart
1072440,"Idea Factory International, Inc."
1072444,Giga
1072444,TGL
1072445,Firefly Studios
1072448,CIRCLE Entertainment
1072449,INSIDE SYSTEM
1072454,Ichicolumn
1072454,Idea Factory
1072455,Firefly Studios
1072457,HyperKat Games
1072458,1C Online Games
1072458,Meridian'93
1072460,Choice of Games
1072461,Red Team Games
1072463,Meridian'93
1072463,1C Entertainment
1072468,Fallen Tree Games
1072469,Meridian'93
1072469,1C Online Games
1072471,DWaM
1072472,1C Online Games
1072472,Meridian'93
1072476,Grenadine
1072477,Humiha
1072478,RobTop Games
1072486,sk_Mine
1072489,NTT Solmare Corp.
1072490,4 Dimension Games
1072491,xerox519
1072495,JDM4iK
1072496,Game Troopers
1072496,Zadzen Games Ltd.
1072498,THQ Nordic
1072498,Heuristic Park
1072499,Redshift
1072500,Mateusz Skutnik
1072502,Rocket-Engine
1072502,Studio Siesta
1072505,Winged Cloud
1072507,Mateusz Skutnik
1072509,THQ Nordic
1072509,Heuristic Park
1072510,Redshift
1072514,RunServer
1072515,Toca Boca
1072516,Mateusz Skutnik
1072517,DMM GAMES
1072519,GrabTheGames
1072519,GrabTheGames Studios
1072520,Mercenaries Company
1072523,Rocksteady Studios
1072523,Warner Bros. Interactive Entertainment
1072524,Warner Bros. Interactive Entertainment
1072524,Rocksteady Studios
1072525,Ubisoft Entertainment
1072525,Future Games of London
1072526,Ivanovich Games
1072527,Sketchy Logic
1072528,Warner Bros. Interactive Entertainment
1072528,Rocksteady Studios
1072529,Shadow Masters
1072531,Shadebob Games
1072533,Ivanovich Games
1072534,Warner Bros. Interactive Entertainment
1072534,Rocksteady Studios
1072535,Rocksteady Studios
1072535,Warner Bros. Interactive Entertainment
1072537,Warner Bros. Interactive Entertainment
1072537,Rocksteady Studios
1072538,Telltale Games
1072539,Nickelodeon
1072540,Joe Williams
1072544,Giulia Airoldi
1072544,Chubby Pixel
1072548,Joe Williams
1072550,Sega Games
1072550,M2
