id,developer
1027198,Arika
1027198,Psikyo
1027199,Midas Interactive Entertainment
1027200,Konami
1027201,ValuSoft
1027201,InterActive Vision
1027202,Midas Interactive Entertainment
1027204,1C Entertainment
1027204,Nival
1027207,Taito GM R&D Sect. #2
1027207,Unbalance Corporation
1027210,Human Entertainment
1027210,Naxat Soft
1027212,Black Hammer Productions
1027212,Scholastic
1027213,Midway Games
1027213,Traveller's Tales
1027214,Sony Computer Entertainment
1027214,Team Soho
1027215,Mission Studio
1027215,TalonSoft
1027216,Humongous Entertainment
1027217,Mission Studio
1027217,TalonSoft
1027218,LucasArts
1027219,Namco
1027219,Alpha Unit
1027221,THQ
1027221,Codemasters
1027222,Sega
1027222,Overworks
1027223,Bandai
1027224,Sony Computer Entertainment
1027224,Studio 33
1027228,Sandbox Studios
1027228,Disney Interactive
1027229,Infogrames
1027230,Electronic Arts
1027230,Milestone
1027233,Treyarch
1027233,Mattel Interactive
1027234,Capcom
1027235,Pony Canyon
1027236,Natsume Inc.
1027236,SouthPeak Interactive
1027237,Hypnotix
1027237,Simon & Schuster Interactive
1027239,Insomniac Games
1027239,Sony Computer Entertainment
1027240,Capcom
1027243,n-Space
1027243,Acclaim Entertainment
1027245,Blade Interactive
1027245,Codemasters
1027246,Midway
1027247,Sony Computer Entertainment
1027247,Aprize
1027249,Namco
1027250,Asmik Ace Entertainment
1027250,Shout! Designworks
1027251,Kung Fu Factory
1027252,Titus Software
1027252,Player 1
1027253,Kung Fu Factory
1027254,Titus Software
1027254,Player 1
1027255,THQ Inc.
1027255,n-Space
1027256,The Learning Company
1027257,Cryo Interactive
1027260,Hasbro Interactive
1027260,Meyer / Glass Interactive
1027261,Konami
1027262,Chili Con Valley
1027262,CDV Software
1027264,Midway Home Entertainment
1027265,Sierra Entertainment
1027265,Impressions Games
1027266,Gradiente
1027266,Eurocom Entertainment Software
1027267,Sierra Northwest
1027267,Sierra Entertainment
1027268,Mattel Interactive
1027269,SIE London Studio
1027269,Midway Games
1027270,Pandora Box
1027274,Hypnotix
1027274,Simon & Schuster Interactive
1027275,Hasbro Interactive
1027275,Europress
1027276,Sega
1027276,Chime
1027277,Gradiente
1027277,Ubi Soft Studios SRL
1027278,Capcom
1027279,Midway Games
1027279,Magenta Software
1027280,The 3DO Company
1027281,Nival
1027281,1C Entertainment
1027282,Liar-soft
1027284,Cryo Interactive
1027284,DreamCatcher Interactive
1027286,Midway Home Entertainment
1027286,Midway Amusement Games
1027287,"MicroProse Software, Inc."
1027287,Blue Tongue Entertainment
1027288,Wanadoo Edition
1027288,Cryo Interactive
1027289,Sony Computer Entertainment
1027289,Dreamworks Interactive
1027290,"MicroProse Software, Inc."
1027290,Blue Tongue Entertainment
1027292,Access Software
1027292,Microsoft
1027293,Graphsim Entertainment
1027293,THQ
1027295,Runecraft
1027295,Ripcord Games
1027296,"MicroProse Software, Inc."
1027296,Hasbro Interactive
1027297,Pulsar Interactive
1027297,Sierra Entertainment
1027298,Virgin Interactive Entertainment
1027298,Climax Entertainment
1027299,Gradiente
1027299,Left Field Productions
1027300,Gathering of Developers
1027300,Human Head Studios
1027301,Epic Games
1027302,Tecmo
1027302,Team NINJA
1027303,Westwood Pacific
1027303,Electronic Arts
1027304,Electronic Arts
1027304,EA Canada
1027305,Bandai
1027305,Natsume Inc.
1027306,Eidos Interactive
1027306,Free Radical Design
1027307,Take-Two Interactive
1027307,Rebellion Developments
1027308,Game Arts
1027308,Working Designs
1027309,Natsume Inc.
1027309,Bandai
1027311,Success
1027312,Rage Software
1027313,Capcom
1027314,Namco Limited
1027314,Namco Hometek
1027315,Yuki Enterprise
1027315,D3 Publisher
1027316,Yuki Enterprise
1027316,D3 Publisher
1027318,Media Factory
1027318,Infinity
1027319,Success
1027319,Taito
1027320,Konami
1027321,Crave Entertainment
1027321,FromSoftware
1027322,SUCCESS Corp.
1027322,LittleWing Co. Ltd.
1027323,EA Sports
1027323,EA Orlando
1027324,Warashi
1027324,D3 Publisher
1027325,Electronic Arts
1027325,EA Canada
1027326,Yuki Enterprise
1027326,D3 Publisher
1027327,BEC
1027327,Bandai
1027328,Success
1027329,Innerloop Studios
1027330,Innerloop Studios
1027330,Infrogrames
1027333,GIGA Team Baldrhead
1027333,Giga
1027334,Tactics
1027335,Aqua Pacific
1027335,SouthPeak Interactive
1027337,Mattel Interactive
1027337,Avalanche Software
1027338,Infogrames
1027338,Zed Two
1027339,Terminal Reality
1027339,Gathering of Developers
1027341,Konami
1027342,Davilex Games
1027343,EA Sports
1027343,Electronic Arts
1027344,Davilex Games
1027346,Ensemble Studios
1027346,Microsoft Studios
1027347,Midway Home Entertainment
1027347,Crawfish Interactive
1027348,Sega Sports R&D
1027348,Visual Concepts
1027349,"Electronic Arts, Inc."
1027349,Digital Illusions CE
1027350,"Sony Computer Entertainment, Inc. (SCEI)"
1027350,Idol Minds
1027351,Creative Asylum
1027351,Hasbro Interactive
1027352,Codemasters
1027354,Gradiente
1027354,Camelot
1027356,Sennari Interactive
1027356,BAM! Entertainment
1027357,Nintendo
1027357,Camelot
1027358,Nintendo
1027358,Camelot
1027359,Nintendo
1027359,Camelot
1027360,THQ
1027360,Software Creations
1027361,Valve
1027362,PopCap Games
1027363,Valve
1027364,Nintendo
1027364,Camelot
1027365,Nintendo
1027365,Camelot
1027366,LucasArts
1027366,Aspyr Media
1027367,Nintendo
1027367,Camelot
1027369,Nintendo
1027369,Camelot
1027370,Vicarious Visions
1027370,Mattel Interactive
1027371,Børnenes Favoritter
1027371,Studio 1-2
1027372,Strategy First
1027372,Malfador Machinations
1027373,Nintendo
1027373,Camelot
1027374,Camelot
1027374,Nintendo
1027375,Sega Rosso
1027375,Sega
1027377,THQ
1027377,Software Creations
1027379,Maverick Developments
1027380,The 3DO Company
1027380,Blitz Games
1027381,Global Star Software
1027381,InterActive Vision
1027382,Techno Soleil
1027382,Open Sesame
1027383,ASCII Entertainment
1027383,Love-de-Lic
1027384,3DO
1027384,Zed Two
1027386,Acclaim Entertainment
1027386,Powerhead Games
1027387,Enix
1027387,Metro Graphics
1027388,Media Factory
1027388,Amedio
1027389,Nintendo
1027389,Camelot
1027390,THQ
1027390,Blitz Games
1027391,Sega
1027391,Bizarre Creations
1027392,Digital Eclipse Software
1027392,Nintendo of America
1027394,Saito Games
1027395,3d6 Games
1027395,Electronic Arts
1027396,MumboJumbo
1027396,Interplay Entertainment
1027397,Empire Interactive
1027397,Mind's Eye
1027398,Headgate Studios
1027398,EA Sports
1027399,Sierra Attractions
1027399,Jellyvision
1027400,NovaLogic
1027401,Activision
1027401,Traveller's Tales
1027402,Eurocom Entertainment Software
1027402,"Sony Computer Entertainment, Inc. (SCEI)"
1027404,Avit
1027404,Activision Publishing
1027405,EA Canada
1027405,Electronic Arts
1027406,Take-Two Interactive
1027406,Tarantula Studios
1027408,Valve
1027408,Vivendi Universal
1027410,Sega
1027410,Nextech
1027411,SouthPeak Interactive
1027411,Silicon Dreams Studios
1027412,Victor Interactive Software
1027412,HuneX
1027413,Gradiente
1027413,Midway Amusement Games
1027414,Fox Interactive
1027414,Monolith Productions
1027415,Silicon Dreams Studios
1027415,SouthPeak Interactive
1027416,Ubisoft Casablanca
1027416,Gradiente
1027417,Noise
1027417,Nintendo
1027418,Fox Interactive
1027418,Argonaut Games
1027420,Namco
1027421,Gradiente
1027422,Midas Interactive Entertainment
1027422,Bulldog Interactive
1027424,Gradiente
1027424,VIS Entertainment
1027425,Luxoflux
1027425,LucasArts
1027426,Crystal Dynamics
1027426,Activision
1027427,Gradiente
1027427,Rare
1027428,Encore Software Inc.
1027430,Circus Freak
1027430,Infogrames
1027432,Novalicious
1027432,THQ
1027433,Eidos Interactive
1027433,Blitz Games
1027434,Gradiente
1027434,Rare
1027435,Sony Computer Entertainment
1027435,Argonaut Games
1027436,Circus Freak
1027436,Infogrames
1027437,Novalicious
1027437,THQ
1027438,EA Sports
1027438,3d6 Games
1027439,Terraglyph Interactive Studios
1027439,"Disney Interactive, Inc."
1027440,Ubisoft Shanghai
1027441,On Deck Interactive
1027441,Deibus Studios
1027442,Gradiente
1027442,Ubi Soft Studios SRL
1027443,Capcom
1027443,Psikyo
1027444,Celeris
1027444,Interplay Entertainment
1027445,Gradiente
1027445,Altron
1027446,The 3DO Company
1027446,New World Computing
1027447,Activision
1027448,Acclaim Entertainment
1027448,NEON Software
1027449,Acclaim Entertainment
1027450,The 3DO Company
1027450,New World Computing
1027451,The 3DO Company
1027451,New World Computing
1027452,Cyan Worlds
1027453,Media Factory
1027454,Tycoon Game Works Corp.
1027454,Asmik Ace Entertainment
1027455,D3 Publisher
1027455,Tamsoft
1027456,Konami
1027457,Capcom
1027457,CAVE Interactive
1027458,SUNSOFT
1027460,D3 Publisher
1027460,Enterbrain
1027461,Aspyr Media
1027461,Core Design
1027462,Infogrames
1027463,Enix
1027464,Activision
1027465,Atlus
1027465,Multimedia Intelligence Transfer
1027466,AKI Corporation
1027466,THQ
1027467,MGM Interactive
1027467,Eutechnyx
1027468,Gradiente
1027468,Rare
1027469,MGM Interactive
1027469,Eutechnyx
1027470,Activision
1027473,Nine Realms
1027473,Human Head Studios
1027474,Namco
1027474,NOW Production
1027475,IO Interactive
1027475,Eidos Interactive
1027476,Saffire
1027476,Konami Computer Entertainment Tokyo
1027477,"Ratbag Pty, Ltd."
1027477,"WizardWorks Group, Inc."
1027478,Crave Entertainment
1027478,Crawfish Interactive
1027479,Infogrames
1027479,SingleTrac
1027480,Runecraft
1027480,Mattel Media
1027481,Avit
1027481,Activision
1027482,Gradiente
1027482,Rare
1027484,Software 2000
1027484,Activision Publishing
1027485,Krome Studios
1027485,Mattel
1027486,Kemco
1027487,The 3DO Company
1027488,Rewolf Software
1027488,Sierra Entertainment
1027490,Treasure
1027490,Nintendo
1027491,Digital Eclipse
1027491,Hasbro
1027492,The 3DO Company
1027493,Square Enix Europe
1027493,IO Interactive
1027495,The 3DO Company
1027496,Avalanche Software
1027496,Mattel Interactive
1027497,Gathering of Developers
1027497,Ritual Entertainment
1027498,Russobit-M
1027499,Yuke's
1027499,THQ
1027501,Ruby Party
1027501,Koei
1027502,Tomy
1027503,FASA Interactive
1027503,Microsoft
1027504,Konami
1027505,Stephen Bond
1027506,Hammerhead
1027506,Activision
1027508,Nintendo
1027511,The Collective
1027511,Simon & Schuster
1027512,Dennou Eizo
1027513,Invictus Games Ltd
1027513,Codemasters
1027514,Sunflowers
1027515,Sunflowers
1027516,Imagineer
1027516,"Natsume Co., Ltd."
1027518,Cauldron HQ
1027518,Blue Byte Software
1027519,Akella
1027519,1C Company
1027520,Ubisoft Entertainment
1027520,Warthog Games
1027521,DreamCatcher Games
1027521,Her Interactive
1027522,The 3DO Company
1027522,Anco Software Ltd.
1027523,Banpresto
1027529,Martin Schweiger
1027530,Crave
1027530,Fluid Studios
1027531,HotGen
1027531,THQ
1027532,Konami
1027533,Sennari Interactive
1027533,BAM! Entertainment
1027534,NewKidCo
1027534,Zed Two
1027535,Nintendo
1027535,HAL Laboratory
1027536,Sony Computer Entertainment
1027537,WOW Entertainment
1027537,Sega
1027538,Take-Two Interactive
1027538,Stadlbauer
1027539,THQ
1027539,Terraglyph Interactive Studios
1027540,Success
1027541,Success
1027541,Nikoli Co.
1027542,Bandai
1027543,Namco Tales Studio
1027543,Namco
1027544,Success
1027545,Konami
1027546,WOW Entertainment
1027546,Sega
1027547,Take-Two Interactive
1027547,Stadlbauer
1027548,Konami Computer Entertainment Sapporo
1027549,THQ
1027549,Terraglyph Interactive Studios
1027551,Konami
1027552,Electronic Arts
1027553,Freeloader
1027554,Kaboose
1027555,Pipe Dream Interactive
1027555,Monster Games
1027556,CAVE Interactive
1027557,BBC Multimedia
1027558,Konami
1027559,Incredible Technologies
1027560,Gradiente
1027560,Warthog Games
1027561,Infogrames
1027561,Humongous Entertainment
1027562,Konami
1027563,Konami
1027564,Tose
1027564,Namco
1027565,Sierra On-Line
1027565,Sandbox Studios
1027568,RFX Interactive
1027568,DIC Entertainment
1027570,Arika
1027570,Psikyo
1027571,WayForward Technologies
1027571,Knowledge Adventure
1027572,Eighting
1027572,Virgin Interactive Entertainment (Europe) Ltd.
1027573,Retroism
1027573,Wayward Design
1027574,Data East
1027575,Sony Computer Entertainment
1027575,Argonaut Games
1027576,XYZ Entertainment
1027576,Firedog Creative Company Limited
1027577,Oceanus Communications
1027578,Pipe Dream Interactive
1027578,Monster Games
1027579,CAVE Interactive
1027580,Freeloader
1027581,RFX Interactive
1027581,DIC Entertainment
1027582,Tose
1027582,Namco
1027583,XYZ Entertainment
1027583,Firedog Creative Company Limited
1027587,SOFTSTAR Entertainment
1027589,DOMO Studio
1027589,Softstar Entertainment Inc.
1027591,"Natsume Co., Ltd."
1027591,Smilesoft
1027592,ITE Media
1027593,"Natsume Co., Ltd."
1027593,Smilesoft
1027595,Rockstar Games
1027596,Codemasters
1027596,Sensible Software
1027597,Heavy Iron Studios
1027597,THQ
1027599,Omni Creative Group International
1027600,The 3DO Company
1027601,Eugen Systems
1027601,Microids
1027603,Verant Interactive
1027604,Planet Moon Studios
1027604,Interplay Entertainment
1027605,Gradiente
1027605,Image Space Incorporated
1027607,EA Sports
1027607,Image Space Incorporated
1027608,TalonSoft
1027609,Rogue Entertainment
1027609,Electronic Arts
1027611,The Learning Company
1027611,Runecraft
1027612,4-Eyes
1027613,4-Eyes
1027616,Prolific Publishing
1027616,Crystal Dynamics
1027618,Victor Interactive Software
1027618,Marvelous
1027619,Sega Corporation
1027620,D3 Publisher
1027621,D3 Publisher
1027622,Konami
1027623,NOW Production
1027623,Media Gallop
1027624,NOW Production
1027624,Media Gallop
1027625,Software Creations
1027625,Hasbro Interactive
1027626,Enterbrain
1027627,D3 Publisher
1027628,NOW Production
1027628,A1 Games
1027629,D3 Publisher
1027630,Legacy Interactive
1027631,Empire Interactive
1027631,FromSoftware
1027633,"Sony Computer Entertainment, Inc. (SCEI)"
1027633,MuuMuu
1027635,Tate Interactive
1027635,Titus Interactive
1027636,The 3DO Company
1027636,KnowWonder
1027637,Enix Corporation
1027637,Tose
1027638,Broccoli
1027638,King Records
1027641,Bandai
1027641,Koto
1027642,Square Product Development Division 5
1027642,Square
1027643,Gaelco
1027643,Namco
1027644,Crave Entertainment
1027645,Capcom
1027647,Timeline Computer Entertainment
1027648,Ubisoft Divertissements
1027649,Ubisoft Divertissements
1027650,Epoch
1027651,The Dawn Interactive
1027651,Summitsoft Entertainment
1027653,Sonnori
1027653,Nihon Falcom
1027654,Gradiente
1027654,Nintendo EAD
1027655,Planet Interactive Development
1027657,Genki
1027657,Light Weight
1027658,Sega
1027658,Sonic Team
1027659,Atlus
1027660,Hudson Soft
1027660,Sega
1027661,Massive Entertainment
1027661,Sierra On-Line
1027663,NEW Corporation
1027665,Cavia
1027665,Marvelous Entertainment
1027666,Gradiente
1027666,Game Freak
1027667,Red Storm Entertainment
1027668,Artdink
1027669,Sony Computer Entertainment
1027669,LEVEL-5
1027675,Revolution Software
1027676,Ubisoft Entertainment
1027676,Ubisoft Barcelona
1027678,Titanium Studios
1027682,Innerloop Studios
1027682,Eidos Interactive
1027684,Realtime Associates
1027684,"Sound Source Interactive, Inc."
1027685,Jellyvision
1027685,Buena Vista Interactive
1027686,Banpresto
1027687,Midway Studios Los Angeles
1027687,Activision
1027688,Realtime Associates
1027688,"Sound Source Interactive, Inc."
1027689,Capcom
1027690,BAM! Entertainment
1027690,Taito
1027691,Altron
1027691,BAM! Entertainment
1027692,Gradiente
1027692,Factor 5
1027695,id Software
1027695,Activision
1027696,Spiderweb Software
1027697,Psikyo
1027700,Take-Two Interactive
1027701,Hasbro Interactive
1027701,Amusement Vision
1027702,UEP Systems
1027703,Namco Limited
1027704,Infogrames
1027704,Carapace
1027705,Konami
1027705,KCE
1027706,Konami Computer Entertainment Japan
1027707,Sony Computer Entertainment
1027707,Production I.G
1027708,Konami Computer Entertainment Tokyo
1027710,Production I.G
1027710,Sony Computer Entertainment
1027711,Sonic Team
1027711,Sega
1027712,Konami
1027713,Diamond Head
1027713,Konami
1027714,Gust
1027715,Konami
1027715,KCE
1027716,CyberFront
1027716,KID
1027717,Konami Computer Entertainment Japan
1027717,Konami
1027719,Konami
1027720,Hudson Soft
1027721,Hudson Soft
1027723,Game Arts
1027723,Hudson Soft
1027724,Ubisoft Montpellier
1027726,Taito
1027728,Culture Brain
1027729,"Epoch Co., Ltd."
1027730,Microids
1027731,East Point Software LTD
1027731,Take-Two Interactive
1027732,Nintendo
1027732,Infogrames
1027733,Square Product Development Division 1
1027733,Square
1027734,Fuuki
1027735,Chunsoft
1027736,Starfish
1027738,Konami
1027739,Konami
1027741,Koto
1027743,Boris Games
1027743,JoWooD Entertainment AG
1027744,Lego Media
1027744,Climax Studios
1027745,TYPE-MOON
1027748,Shunsatsu sare do
1027749,Interplay Entertainment
1027749,Sirtech Canada Ltd.
1027750,O.S.I.
1027753,Motelsoft
1027754,Software Creations
1027754,Electronic Arts
1027756,Medici
1027757,Pantera Entertainment
1027759,TRS Media
1027759,Midas Interactive Entertainment
1027762,Davilex Games
1027764,Microsoft Corporation
1027765,Konami Digital Entertainment
1027767,Big City Games
1027767,Revistronic
1027769,"Sega Enterprises, Ltd."
1027770,Tiger Electronics
1027772,Jon Ingold
1027773,Moshpit Entertainment
1027774,New World Computing
1027774,The 3DO Company
1027775,SPIRAL
1027775,Nintendo
1027776,Actual Entertainment
1027776,Data Design Interactive
1027777,Eidos Interactive
1027777,Sports Interactive
1027778,Daniel Bienvenu
1027780,Electronic Arts
1027781,"Sega Enterprises, Ltd."
1027782,Takara
1027782,Hudson Soft
1027783,Disney Interactive
1027784,Namco
1027785,Medici
1027786,MDickie
1027790,Random Games Inc.
1027790,Mattel Interactive
1027792,Rainer Deyke
1027793,Sega AM5
1027793,LucasArts
1027794,Nintendo
1027796,Thomas Werth
1027797,Motelsoft
1027798,Midway Games West
1027798,Midway Games
1027799,Black Shadow Software
1027801,Darkness Ethereal
1027802,"SSI (Strategic Simulations, Inc.)"
1027802,Atomic Games
1027804,Microsoft Corporation
1027806,Gradiente
1027807,Moshpit Entertainment
1027808,Barbie Software for Girls
1027808,Mattel Interactive
1027809,GST Video
1027810,Inventor
1027811,Daniel Bienvenu
1027813,Electronic Arts
1027815,Oriental Software
1027816,High Voltage Software
1027816,Midway
1027817,Westka Interactive GmbH
1027821,Disney Interactive
1027821,Human Code
1027822,Vast Fame
1027823,Ralph Baer
1027824,Chuanpu
1027824,DVS Electronic Co
1027825,Nick Montfort
1027826,Midas Interactive Entertainment
1027826,The Code Monkeys
1027827,Konami
1027829,Tivola Electronic Publishing
1027829,Contor Interaktiv GmbH
1027831,Nintendo
1027832,Mekada
1027834,IQ Media Nordic
1027834,Aniware
1027835,Thomas Werth
1027836,Raizing
1027836,Eighting
1027837,Motelsoft
1027838,Monkey Byte Development
1027838,Encore Software
1027839,Tecmo
1027840,Access Software
1027840,Microsoft Corporation
1027843,Sandbox Studios
1027844,Jon Ingold
1027845,[hyper]media limited
1027847,Sega
1027848,Abril Music
1027848,Sistema Brasileiro de Televisão
1027849,ValuSoft
1027850,New World Computing
1027850,The 3DO Company
1027851,SPIRAL
1027851,Nintendo
1027853,GST Video
1027854,WRF Studios
1027855,hed arzi
1027855,Guillotine
1027856,Krea Medie
1027857,Tiger Electronics
1027858,Davilex Games
1027859,Phenomedia AG
1027860,Sega Corporation
1027861,KidnKid
1027861,HanbitSoft
1027863,Pan Vision
1027863,Dice
1027864,TalonSoft
1027865,Davilex Games
1027867,Hasbro
1027867,Tiger Electronics
1027870,Toymax
1027870,Jakks Pacific
1027871,Spungulas Software
1027872,Konami Digital Entertainment
1027873,Pan Vision
1027873,Paradox Entertainment
1027875,Andrew Plotkin
1027875,Zarfhome Software
1027876,NEC Interchannel
1027878,Inventor
1027879,THQ
1027879,Software Creations
1027880,Konami
1027882,"WizardWorks Group, Inc."
1027882,Sunstorm Interactive
1027883,Barbie Software for Girls
1027883,Mattel Interactive
1027885,Raingraph
1027886,Davilex Games
1027887,Emily Short
1027888,Phenomedia AG
1027890,Chili Con Valley
1027891,Namco
1027892,Oriental Software
1027893,High Voltage Software
1027893,Midway
1027896,Hasbro
1027896,Tiger Electronics
1027897,Davilex Games
1027898,Disney Interactive
1027898,Human Code
1027899,"E-game, SA"
1027899,E-Game
1027902,Avit
1027902,HAL Laboratory
1027903,Lexis Numerique
1027904,Tiger Electronics
1027906,Vicarious Visions
1027906,Vatical Entertainment
1027907,Davilex Games
1027908,Mattel Interactive
1027908,Human Code
1027909,Watanabe Seisakusho
1027910,"Skunk Studios, LLC."
1027912,Microsoft Corporation
1027914,Ubisoft Entertainment
1027914,Planet Interactive Development
1027915,Kemco
1027916,Digital Dreams Entertainment LLC
1027919,IQ Media Nordic
1027919,Aniware
1027921,Sega Entertainment
1027921,Sega Rosso
1027922,Barbie Software for Girls
1027922,Mattel Interactive
1027923,Okiyasu Lab
1027924,Krea Medie
1027925,Emily Short
1027926,Phenomedia AG
1027927,ChiselBrain
1027928,Takara
1027928,Hudson Soft
1027929,BrandGames
1027931,Infogrames
1027932,Virgin Interactive Entertainment (Europe) Ltd.
1027933,Sega Corporation
1027935,Pixar
1027935,Disney Interactive Studios
1027936,Rainer Deyke
1027938,Jellyvision
1027938,Sierra On-Line
1027940,Front Interactive
1027941,Transposia
1027942,Sierra Entertainment
1027945,Akella
1027945,Apollo Entertainment Software
1027947,Andrew Plotkin
1027947,Zarfhome Software
1027948,Tecmo
1027949,Elsinore Studio
1027949,Activision Value
1027950,NEC Interchannel
1027951,"Skunk Studios, LLC."
1027952,Tiger Electronics
1027954,Kemco
1027955,Savannah Entertainment
1027957,eGames
1027958,Index+
1027960,Barbie Software for Girls
1027960,Mattel Interactive
1027961,Tiger Electronics
1027963,Phenomedia AG
1027964,ChiselBrain
1027969,Nick Montfort
1027970,Pixar
1027970,Disney Interactive Studios
1027971,Unique Development Studios
1027971,Gugu Games
1027973,DK Multimedia
1027974,Vision Park AB
1027975,Mediamond
1027976,Fox Kids
1027977,Mattel Interactive
1027977,Gorilla Systems Corporation
1027978,Knowledge Adventure
1027979,Tecmo
1027980,Lite Star
1027981,"Skunk Studios, LLC."
1027982,Megaware Multimedia B.V.
1027984,Büro für neue Medien Hamburg
1027985,IQ Media Nordic
1027985,Aniware
1027986,Channel 42 Software Developer
1027986,Virgin Entertainment
1027987,Tiger Electronics
1027988,Micrograms Software
1027989,Okiyasu Lab
1027992,Electronic Arts
1027993,Unite Lucky Technology
1027993,Gamtec
1027994,Disney Interactive
1027995,Core Design
1027996,Makon Soft
1027997,Sega Entertainment
1027997,Sega Rosso
1027999,Head Games Publishing
1028000,Random Games Inc.
1028000,Mattel Interactive
1028001,Nokia
1028002,Hypnotix
1028004,Ralph Baer
1028005,TalonSoft
1028006,Riverdeep Interactive Learning
1028007,Rainer Deyke
1028008,dP-Software
1028009,RedLynx
1028010,Nihon Falcom
1028011,Hypnotix
1028012,Microsoft Corporation
1028013,Fox Kids
1028014,Pan Vision
1028014,Paradox Entertainment
1028015,Akella
1028015,Apollo Entertainment Software
1028016,Lite Star
1028018,Wanadoo Edition
1028018,Arxel Tribe
1028019,"Skunk Studios, LLC."
1028020,SUNSOFT
1028021,1C Company
1028023,Inventor
1028025,"Sega Enterprises, Ltd."
1028026,THQ
1028026,Software Creations
1028027,Nival Interactive
1028027,Ravensburger Interactive Media GmbH
1028029,ValuSoft
1028030,Midway Games West
1028030,Midway Games
1028031,Barbie Software for Girls
1028031,Mattel Interactive
1028032,GST Video
1028033,Daniel Bienvenu
1028034,Micrograms Software
1028035,Dieter Marfurt
1028036,"Sega Enterprises, Ltd."
1028037,Hasbro
1028037,Tiger Electronics
1028040,Davilex Games
1028041,Büro für neue Medien
1028042,Wanadoo Edition
1028042,Arxel Tribe
1028044,Dynamix
1028044,Sierra On-Line
1028046,THQ
1028047,robotduck
1028048,A1 Games
1028048,Agetec
1028051,Fragile Bits
1028051,On Deck Interactive
1028052,Acclaim Cheltenham
1028052,Acclaim Entertainment
1028053,Maobi Editora
1028053,VAT Informática
1028054,Dynamix
1028054,Sierra On-Line
1028055,Softstar
1028056,The LEGO Group
1028056,Templar Studios
1028057,Digital Eclipse
1028058,Hudson Soft
1028059,Krysalis Software
1028059,(Archive) Take 2 Interactive
1028060,SNK
1028062,Darkblack
1028063,Illusion
1028064,THQ
1028065,THQ
1028065,Codemasters Southam
1028068,SNK
1028068,Capcom
1028069,Banpresto
1028070,Nexon Co. Ltd.
1028071,J-Wing
1028073,"Natsume Co., Ltd."
1028073,THQ
1028074,Hip Interactive
1028074,Light and Shadow Productions
1028075,Acclaim Entertainment
1028075,Attention To Detail
1028076,Media Factory
1028077,Clockwork Games Limited
1028077,Acclaim Entertainment
1028078,Jagex
1028079,Mattel Interactive
1028079,Midway Studios Los Angeles
1028080,Jagex Ltd. Games Studio
1028085,Kiddinx Entertainment
1028086,Bandai
1028086,NanaOn-Sha
1028087,Salsa Shark Productions
1028088,Tiertex Design Studios
1028088,BBC Multimedia
1028090,"Ben ""Yahtzee"" Croshaw"
1028091,"Ben ""Yahtzee"" Croshaw"
1028092,Majesco
1028092,Pipe Dream Interactive
1028093,Take-Two Interactive
1028093,Monte Cristo
1028095,Kaga Tech
1028095,Mechanic Arms
1028096,Bandai
1028097,Abel Software
1028099,Gradiente
1028099,Capcom
1028102,Sega Rosso
1028102,Sega
1028103,Papaya Studio
1028103,Kemco
1028105,Sony Computer Entertainment
1028105,Runecraft
1028108,D3 Publisher
1028108,Yuke's
1028109,BEC
1028109,Bandai
1028111,Data Becker
1028111,Related Designs
1028112,NewKidCo
1028112,ImaginEngine Corp.
1028113,Sunstorm Interactive
1028113,WizardWorks Software
1028114,Action Forms Ltd.
1028114,Tatem Games
1028117,Zed Two
1028117,NewKidCo
1028118,Capcom
1028118,CAVE Interactive
1028119,FOG Inc.
1028120,Westlake Interactive
1028120,Aspyr Media
1028122,"Ben ""Yahtzee"" Croshaw"
1028123,D4 Enterprise
1028123,Noise Factory
1028125,MVP Software
1028125,Webfoot Technologies
1028126,Tose
1028126,Banpresto
1028128,Thomas van der Velden
1028129,Altron
1028130,Phantagram
1028130,Gathering of Developers
1028134,AnimaTek
1028134,Crave Entertainment
1028137,Sega
1028137,Compile
1028138,TYPE-MOON
1028139,Bandai
1028140,"Pangea Software, Inc."
1028144,Starfish SD
1028146,Capcom
1028146,Capcom Production Studio 2
1028147,Arc System Works
1028147,Sammy Studios
1028148,(Archive) Sega Toys
1028149,D3 Publisher
1028149,Amedio
1028150,"Natsume Co., Ltd."
1028150,THQ
1028151,Softmax
1028152,D3 Publisher
1028153,D3 Publisher
1028154,Arika
1028154,"Arika Co., Ltd."
1028155,Rockstar Toronto
1028155,Rockstar Games
1028156,NITRO PLUS
1028157,Giga
1028158,F&C
1028160,Bullfrog Productions
1028160,Electronic Arts
1028162,Akella
1028162,TalonSoft
1028164,Third Law Interactive
1028164,ValuSoft
1028165,Sega of America
1028166,Kool Dog Entertainment
1028166,Acid Software
1028167,Bandai
1028175,Strategy First
1028177,Kritzelkratz 3000
1028177,JoWooD Entertainment AG
1028179,Tiertex Design Studios
1028179,THQ
1028181,Microids
1028182,Vicarious Visions
1028182,Mattel
1028183,Digital Eclipse
1028183,Infogrames
1028185,Mitchell Corporation
1028189,Namco Limited
1028189,Genki
1028192,Light & Shadow Productions
1028192,Digital Reality Software Kft
1028193,Electronic Arts
1028193,RFX Interactive
1028194,Capcom
1028196,THQ Inc.
1028196,Synetic
1028197,Bandai
1028198,Sony Computer Entertainment
1028198,Rainbow Studios
1028199,Papyrus Design Group
1028199,Sierra On-Line
1028200,Gainax
1028203,Bandai Visual
1028203,Tom Create
1028204,Konami
